50,8,0.855935355075777,0.774833773821115,0.89222869143056
50,12,0.870009624931731,0.778434045477977,0.902649229299025
50,16,0.860115709689605,0.774041550407894,0.885235457553931
50,24,0.870265159267476,0.772133570078469,0.867034172757357
50,32,0.855424286404287,0.772925793491691,0.880882014617658
100,8,0.880414608845347,0.771737458371859,0.888801387438724
100,12,0.850732863118969,0.747867002692021,0.868747824753275
100,16,0.875212116888539,0.776237797942935,0.889588900490205
100,24,0.86037124402535,0.777930089270372,0.860967077825166
100,32,0.860626778361095,0.781926472633844,0.858327286884811
200,8,0.855679820740032,0.778037933771366,0.873101267689549
200,12,0.859860175353859,0.785022788083101,0.861754590876647
200,16,0.83589199025578,0.758056016954006,0.90528902023938
200,24,0.845530371162161,0.774833773821115,0.856613634888893
200,32,0.841094482212588,0.76424864785252,0.874027406633986
300,8,0.845785905497906,0.757840327952018,0.884309318609494
300,12,0.860115709689605,0.769145099130207,0.884447944502451
300,16,0.850732863118969,0.786822923911531,0.872175128745111
300,24,0.845785905497906,0.759856152782437,0.851334053008182
300,32,0.86037124402535,0.781926472633844,0.873101267689549
